0,1;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,2;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,3;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,4;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,5;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,6;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,7;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,8;-0,001156;-0,017544;-0,009454;-0,03525;-0,047308
0,9;-0,022006;-0,017544;-0,009454;-0,03525;-0,047308
1,0;-0,053528;-0,017544;-0,009454;-0,03525;-0,047308
1,1;-0,083123;-0,017544;-0,009454;-0,03525;-0,047308
1,2;-0,109904;-0,044975;-0,009454;-0,03525;-0,047308
1,3;-0,133503;-0,074035;-0,009454;-0,03525;-0,047308
1,4;-0,15691;-0,101393;-0,030151;-0,03525;-0,047308
1,5;-0,181169;-0,127177;-0,059329;-0,03525;-0,047308
1,6;-0,206307;-0,151965;-0,086249;-0,03525;-0,047308
1,7;-0,232268;-0,176394;-0,111464;-0,043715;-0,047308
1,8;-0,259141;-0,200816;-0,135165;-0,069109;-0,047308
1,9;-0,286552;-0,225479;-0,158289;-0,092873;-0,047308
2,0;-0,314084;-0,250196;-0,181284;-0,116276;-0,047308
2,1;-0,34262;-0,276323;-0,205231;-0,138732;-0,068802
2,2;-0,371155;-0,302451;-0,229177;-0,161188;-0,090295
2,3;-0,399896;-0,33021;-0,254834;-0,183589;-0,111246
2,4;-0,428695;-0,358436;-0,28098;-0,205976;-0,132042
2,5;-0,457494;-0,386662;-0,307125;-0,228363;-0,152838
2,6;-0,485729;-0,415677;-0,335196;-0,251861;-0,174082
2,7;-0,513965;-0,444691;-0,363268;-0,27536;-0,195326
2,8;-0,5422;-0,473706;-0,391339;-0,298858;-0,216571
2,9;-0,570892;-0,502949;-0,419844;-0,323335;-0,23863
3,0;-0,600191;-0,532497;-0,448929;-0,349117;-0,261777
3,1;-0,62949;-0,562044;-0,478014;-0,374898;-0,284924
3,2;-0,65879;-0,591592;-0,507098;-0,40068;-0,308071
3,3;-0,688089;-0,62114;-0,536183;-0,426462;-0,331218
3,4;-0,720264;-0,652176;-0,566568;-0,454232;-0,356446
3,5;-0,753876;-0,683958;-0,597604;-0,482996;-0,382716
3,6;-0,787488;-0,715739;-0,62864;-0,51176;-0,408986
3,7;-0,8211;-0,74752;-0,659676;-0,540524;-0,435255
3,8;-0,854712;-0,779301;-0,690712;-0,569288;-0,461525
3,9;-0,888324;-0,811083;-0,721748;-0,598052;-0,487794
4,0;-0,921936;-0,842864;-0,752784;-0,626816;-0,514064
4,1;-0,964567;-0,882505;-0,790358;-0,661352;-0,545668
4,2;-1,007199;-0,922146;-0,827932;-0,695888;-0,577271
4,3;-1,04983;-0,961787;-0,865506;-0,730424;-0,608875
4,4;-1,092462;-1,001428;-0,90308;-0,76496;-0,640478
4,5;-1,135093;-1,041069;-0,940654;-0,799495;-0,672082
4,6;-1,177724;-1,080711;-0,978229;-0,834031;-0,703686
4,7;-1,220356;-1,120352;-1,015803;-0,868567;-0,735289
4,8;-1,262987;-1,159993;-1,053377;-0,903103;-0,766893
4,9;-1,305619;-1,199634;-1,090951;-0,937639;-0,798496
5,0;-1,34825;-1,239275;-1,128525;-0,972175;-0,8301
