0,1;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,2;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,3;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,4;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,5;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,6;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,7;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,8;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
0,9;-0,005433;-0,011657;-0,021077;-0,012142;-0,02501
1,0;-0,015539;-0,011657;-0,021077;-0,012142;-0,02501
1,1;-0,034413;-0,011657;-0,021077;-0,012142;-0,02501
1,2;-0,050828;-0,017771;-0,021077;-0,012142;-0,02501
1,3;-0,065779;-0,042083;-0,021077;-0,012142;-0,02501
1,4;-0,080711;-0,063534;-0,021077;-0,012142;-0,02501
1,5;-0,095968;-0,083941;-0,041686;-0,012142;-0,02501
1,6;-0,111847;-0,103385;-0,068284;-0,012142;-0,02501
1,7;-0,128533;-0,122542;-0,093694;-0,024674;-0,02501
1,8;-0,146143;-0,142105;-0,119547;-0,062267;-0,02501
1,9;-0,163925;-0,162417;-0,144748;-0,093438;-0,02501
2,0;-0,181745;-0,182896;-0,169804;-0,123181;-0,02501
2,1;-0,200241;-0,204912;-0,194272;-0,151997;-0,065592
2,2;-0,218737;-0,226928;-0,21874;-0,180814;-0,106174
2,3;-0,238308;-0,249992;-0,244101;-0,210105;-0,140786
2,4;-0,258187;-0,273356;-0,269717;-0,239532;-0,173692
2,5;-0,278066;-0,296719;-0,295333;-0,26896;-0,206599
2,6;-0,299315;-0,320972;-0,322313;-0,29849;-0,239301
2,7;-0,320565;-0,345225;-0,349294;-0,328021;-0,272003
2,8;-0,341814;-0,369477;-0,376274;-0,357552;-0,304705
2,9;-0,363618;-0,394697;-0,404436;-0,387874;-0,337648
3,0;-0,386161;-0,421207;-0,434173;-0,419252;-0,370913
3,1;-0,408704;-0,447717;-0,46391;-0,450629;-0,404177
3,2;-0,431247;-0,474227;-0,493647;-0,482006;-0,437442
3,3;-0,45379;-0,500737;-0,523384;-0,513384;-0,470706
3,4;-0,477904;-0,529517;-0,555425;-0,547801;-0,506729
3,5;-0,502804;-0,559434;-0,588618;-0,583738;-0,544131
3,6;-0,527704;-0,58935;-0,621812;-0,619675;-0,581533
3,7;-0,552604;-0,619266;-0,655005;-0,655612;-0,618935
3,8;-0,577504;-0,649182;-0,688199;-0,691548;-0,656338
3,9;-0,602403;-0,679099;-0,721392;-0,727485;-0,69374
4,0;-0,627303;-0,709015;-0,754585;-0,763422;-0,731142
4,1;-0,656058;-0,744158;-0,794428;-0,806636;-0,776228
4,2;-0,684812;-0,779301;-0,834271;-0,849851;-0,821315
4,3;-0,713566;-0,814444;-0,874113;-0,893065;-0,866402
4,4;-0,742321;-0,849587;-0,913956;-0,936279;-0,911488
4,5;-0,771075;-0,88473;-0,953799;-0,979493;-0,956575
4,6;-0,79983;-0,919873;-0,993641;-1,022708;-1,001662
4,7;-0,828584;-0,955016;-1,033484;-1,065922;-1,046748
4,8;-0,857339;-0,990159;-1,073326;-1,109136;-1,091835
4,9;-0,886093;-1,025302;-1,113169;-1,15235;-1,136922
5,0;-0,914847;-1,060445;-1,153012;-1,195565;-1,182009
