-4.24,-0.1930,0.0226,0.0166
-3.68,-0.1678,0.0193,0.0157
-3.18,-0.1454,0.0174,0.0144
-2.71,-0.1219,0.0157,0.0136
-2.17,-0.0962,0.0143,0.0123
-1.62,-0.0736,0.0134,0.0121
-1.14,-0.0508,0.0130,0.0097
-0.65,-0.0303,0.0125,0.0075
-0.15,-0.0092,0.0127,0.0058
-0.13,-0.0069,0.0126,0.0065
-0.13,-0.0054,0.0120,0.0058
0.38,0.0184,0.0130,0.0033
0.95,0.0431,0.0137,0.0015
1.46,0.0642,0.0144,0.0011
1.95,0.0860,0.0152,-0.0009
2.42,0.1087,0.0158,-0.0020
2.95,0.1359,0.0171,-0.0043
3.48,0.1609,0.0189,-0.0051
4.08,0.1922,0.0226,-0.0077
4.99,0.2429,0.0288,-0.0099
6.06,0.2981,0.0380,-0.0133
8.07,0.4044,0.0601,-0.0193
8.10,0.4049,0.0612,-0.0200
10.08,0.5025,0.0892,-0.0208
12.14,0.5914,0.1245,-0.0191
14.21,0.7012,0.1716,-0.0251
16.18,0.7988,0.2220,-0.0304
16.26,0.8018,0.2245,-0.0308
18.29,0.9009,0.2851,-0.0363
20.36,0.9979,0.3535,-0.0433
22.36,1.0838,0.4253,-0.0522
24.44,1.1549,0.5000,-0.0594
