-4.08,-0.1879,0.0221,0.0140
-3.60,-0.1617,0.0191,0.0144
-3.07,-0.1360,0.0144,0.0131
-2.07,-0.0892,0.0135,0.0100
-1.56,-0.0720,0.0137,0.0082
-1.04,-0.0453,0.0117,0.0080
-0.59,-0.0284,0.0113,0.0051
-0.09,-0.0018,0.0134,0.0042
-0.09,-0.0018,0.0111,0.0039
-0.05,-0.0040,0.0119,0.0035
0.43,0.0226,0.0106,0.0015
0.98,0.0417,0.0121,-0.0008
1.42,0.0646,0.0122,0.0000
2.02,0.0888,0.0133,-0.0034
2.50,0.1097,0.0141,-0.0056
2.96,0.1310,0.0165,-0.0058
3.45,0.1543,0.0181,-0.0048
3.98,0.1787,0.0208,-0.0079
4.95,0.2280,0.0282,-0.0109
6.03,0.2818,0.0382,-0.0114
7.94,0.3809,0.0564,-0.0162
7.99,0.3811,0.0558,-0.0154
10.01,0.4800,0.0847,-0.0174
12.04,0.5689,0.1178,-0.0171
14.02,0.6653,0.1589,-0.0226
16.08,0.7680,0.2107,-0.0280
16.13,0.7649,0.2102,-0.0269
18.09,0.8680,0.2691,-0.0327
20.12,0.9626,0.3359,-0.0394
22.18,1.0373,0.4029,-0.0472
24.20,1.1076,0.4752,-0.0563
