-4.48,-0.2309,0.0264,0.0238
-3.92,-0.1999,0.0227,0.0208
-3.43,-0.1738,0.0201,0.0189
-2.88,-0.1432,0.0177,0.0165
-2.37,-0.1164,0.0156,0.0136
-1.81,-0.0855,0.0144,0.0107
-1.31,-0.0613,0.0136,0.0091
-0.88,-0.0414,0.0133,0.0071
-0.31,-0.0143,0.0129,0.0046
-0.28,-0.0132,0.0132,0.0050
0.22,0.0106,0.0132,0.0030
0.72,0.0352,0.0137,0.0010
1.28,0.0617,0.0144,-0.0020
1.80,0.0899,0.0155,-0.0044
2.31,0.1195,0.0170,-0.0070
2.85,0.1481,0.0190,-0.0100
3.31,0.1741,0.0210,-0.0116
3.85,0.2043,0.0239,-0.0137
4.97,0.2668,0.0316,-0.0189
6.00,0.3276,0.0414,-0.0251
8.05,0.4495,0.0671,-0.0372
8.07,0.4492,0.0676,-0.0363
10.14,0.5670,0.1022,-0.0444
12.23,0.6743,0.1438,-0.0468
14.37,0.7677,0.1922,-0.0487
16.52,0.8747,0.2516,-0.0554
18.56,0.9702,0.3154,-0.0675
