-3.22,-0.1452,0.0239,0.0121
-2.21,-0.0946,0.0155,0.0097
-1.21,-0.0589,0.0116,0.0063
-0.20,-0.0123,0.0123,0.0052
-0.20,-0.0077,0.0120,0.0033
0.81,0.0406,0.0124,-0.0012
1.81,0.0840,0.0148,-0.0032
2.82,0.1276,0.0171,-0.0036
3.82,0.1727,0.0216,-0.0070
5.83,0.2617,0.0340,-0.0124
7.85,0.3681,0.0550,-0.0174
7.85,0.3656,0.0548,-0.0151
9.86,0.4641,0.0811,-0.0210
11.87,0.5631,0.1153,-0.0204
13.90,0.6569,0.1573,-0.0240
15.90,0.7595,0.2074,-0.0259
15.91,0.7566,0.2078,-0.0253
17.92,0.8422,0.2591,-0.0326
19.93,0.9308,0.3231,-0.0414
21.94,1.0298,0.3956,-0.0449
23.95,1.1248,0.4755,-0.0545
