-4.50,-0.2632,0.0378,0.0438
-4.01,-0.2347,0.0337,0.0391
-3.47,-0.2017,0.0295,0.0339
-2.46,-0.1376,0.0243,0.0238
-1.91,-0.1036,0.0229,0.0188
-1.37,-0.0758,0.0212,0.0147
-0.85,-0.0467,0.0209,0.0107
-0.32,-0.0169,0.0204,0.0056
0.21,0.0127,0.0201,0.0015
0.74,0.0405,0.0209,-0.0028
1.27,0.0723,0.0218,-0.0074
1.80,0.1050,0.0233,-0.0125
2.31,0.1368,0.0247,-0.0179
2.85,0.1705,0.0275,-0.0234
3.38,0.2050,0.0304,-0.0292
3.92,0.2387,0.0337,-0.0342
4.93,0.3016,0.0428,-0.0441
6.04,0.3711,0.0542,-0.0556
8.12,0.5000,0.0841,-0.0767
8.15,0.5026,0.0853,-0.0774
10.25,0.6248,0.1239,-0.0949
12.35,0.7452,0.1711,-0.1124
14.48,0.8695,0.2280,-0.1330
16.62,0.9885,0.2939,-0.1526
18.75,1.0961,0.3686,-0.1606
