;15;20;25;30;35;40;45
0.00;-0.038132;-0.035522;-0.033071;-0.030290;-0.027467;-0.024719;-0.021845
0.05;-0.038002;-0.035296;-0.033312;-0.030539;-0.027092;-0.023608;-0.020490
0.10;-0.038335;-0.035635;-0.033759;-0.030839;-0.026703;-0.022448;-0.019279
0.15;-0.039365;-0.036659;-0.034335;-0.031046;-0.026245;-0.021373;-0.017958
0.20;-0.041105;-0.038181;-0.035168;-0.031156;-0.025650;-0.020288;-0.016608
0.25;-0.043889;-0.040077;-0.036361;-0.031018;-0.024998;-0.019164;-0.015293
0.30;-0.047305;-0.042198;-0.037406;-0.030813;-0.024080;-0.017734;-0.011903
0.35;-0.051244;-0.044659;-0.038170;-0.030395;-0.022961;-0.014932;-0.004920
0.40;-0.055433;-0.046687;-0.038354;-0.029596;-0.020776;-0.008863;
0.45;-0.059173;-0.047993;-0.038079;-0.028153;-0.015009;;
0.50;-0.061563;-0.048431;-0.036992;-0.024359;-0.006474;;
0.55;-0.063112;-0.048397;-0.035153;-0.017406;;;
0.60;-0.064039;-0.047873;-0.031571;-0.008025;;;
0.65;-0.064660;-0.046597;-0.024997;;;;
0.70;-0.064866;-0.043930;-0.016316;;;;
0.75;-0.064340;-0.038775;-0.005767;;;;
0.80;-0.062897;-0.030921;;;;;
0.85;-0.060214;-0.021622;;;;;
0.90;-0.054222;-0.011592;;;;;
0.95;-0.046703;-0.001349;;;;;
1.00;-0.038448;;;;;;
1.05;-0.029269;;;;;;
1.10;-0.019390;;;;;;
1.15;-0.009217;;;;;;
1.20;;;;;;;
1.25;;;;;;;
1.30;;;;;;;
1.35;;;;;;;
1.40;;;;;;;
