;15;20;25;30;35;40;45
0.00;-0.0059745;-0.0070701;-0.0080233;-0.0089204;-0.0096220;-0.0100000;-0.0100000
0.05;-0.0059152;-0.0068600;-0.0076817;-0.0084594;-0.0091328;-0.0091221;-0.0088526
0.10;-0.0059149;-0.0067805;-0.0074794;-0.0081990;-0.0086873;-0.0084207;-0.0080053
0.15;-0.0059672;-0.0068426;-0.0074003;-0.0081219;-0.0083017;-0.0078558;-0.0072461
0.20;-0.0060866;-0.0070835;-0.0075819;-0.0080840;-0.0079870;-0.0073859;-0.0065967
0.25;-0.0062676;-0.0074152;-0.0078248;-0.0079877;-0.0077066;-0.0069256;-0.0059823
0.30;-0.0065378;-0.0077163;-0.0080040;-0.0078334;-0.0073883;-0.0063802;-0.0047153
0.35;-0.0068679;-0.0079746;-0.0080629;-0.0076105;-0.0068612;-0.0053964;-0.0016269
0.40;-0.0071915;-0.0081720;-0.0080252;-0.0072460;-0.0059448;-0.0030501;
0.45;-0.0074993;-0.0082994;-0.0078940;-0.0067232;-0.0043883;;
0.50;-0.0077732;-0.0083208;-0.0076407;-0.0058164;-0.0015296;;
0.55;-0.0079939;-0.0082206;-0.0071498;-0.0043994;;;
0.60;-0.0081747;-0.0079896;-0.0062553;-0.0014760;;;
0.65;-0.0083221;-0.0075940;-0.0049177;;;;
0.70;-0.0083785;-0.0070120;-0.0029037;;;;
0.75;-0.0082583;-0.0061405;;;;;
0.80;-0.0079922;-0.0049236;;;;;
0.85;-0.0075876;-0.0032790;;;;;
0.90;-0.0070311;-0.0010041;;;;;
0.95;-0.0062162;;;;;;
1.00;-0.0052594;;;;;;
1.05;-0.0041037;;;;;;
1.10;-0.0025995;;;;;;
1.15;-0.0007879;;;;;;
1.20;;;;;;;
1.25;;;;;;;
1.30;;;;;;;
1.35;;;;;;;
1.40;;;;;;;
